result shown in seconds
totalTime: 18.9182205
joinFiles: 1.1538663
parsingDonationsFile: 12.4776825
parsingDonorsFile: 5.2866705
--------- results ---------
,1.7681222739999976E7
Dripping Springs,264594.12999999983
Keasbey,337.55
Fielding,150.0
Elmdale,75.0
Genoa City,3566.24
La Verkin,3369.52
Tilghman,400.0
Phoenicia,1675.0
Battle Lake,2746.7999999999997
Big Horn,1713.31
McLain,512.0
Jeffersonton,673.0
Honaunau,912.06
Viburnum,135.0
Burdett,245.0
American Falls,348.47
Yatesville,55.0
Kirkman,0.0
Mercer Island,49614.009999999995
Warriors Mark,301.62
Bronaugh,374.0
Lakeville,39778.22999999999
Lindley,193.45999999999998
Jonesville,14776.37
Grand Chenier,5.0
Harkers Island,350.0
Lafayette,446209.41
Gnadenhutten,350.0
Atka,114.0
Bardstown,22336.75
North Port,22063.16
Wilber,785.6
Velpen,25.0
Fort Scott,4145.03
Remsenburg,1545.0
King Salmon,299.0
Monclova,1439.41
Smithfield,67673.62000000001
Copenhagen,3159.0
Saucier,5168.700000000001
Ocean View,12523.039999999999
Sedalia,9974.369999999999
Chepachet,2445.34
Juliette,3390.2799999999997
Williamsfield,530.5
Upham,75.0
Mooreton,75.0
Rahway,21769.460000000003
Windsor Heights,825.0
Haddam,2079.99
Oak Park,149481.3699999999
Haddonfield,29710.43
Blandburg,100.0
Barling,1323.26
Sallis,40.0
Rock Springs,6527.549999999999
Calera,12084.090000000002
New Stanton,774.9200000000001
Greenway,100.0
Ellensburg,17421.7
Lanham,15125.52
Arverne,11768.37
Mousie,35.0
Chardon,13622.87
New Deal,61.84
Shaw,307.0
Readington,1.0
Talihina,94.0
Herlong,90.0
Belden,1968.51
Sturgeon,2212.88
Usk,100.0
Mathiston,309.65999999999997
Sanborn,1072.25
Fort Monroe,150.0
Wilberforce,708.12
Brownell,5.0
Mishawaka,26084.6
Saint Elmo,380.0
Berryton,854.8199999999999
Broad Run,2200.7699999999995
Locust Gap,90.0
Hiltons,175.0
Corcoran,2165.0599999999995
Burghill,50.0
Tompkinsville,12094.21
Adamsville,2066.9300000000003
Poughquag,4272.47
Jellico,1803.06
Castle Hayne,2310.0
Moorcroft,1141.52
Kempton,700.0
Harmon,50.0
Christiana,1868.5400000000002
Sapello,130.0
Maggie Valley,6581.870000000001
Shelbiana,485.0
Niagara,185.0
Gambell,115.0
Wildersville,50.0
Cokeburg,148.09
Depauw,65.0
Oneco,50.0
Orderville,235.0
Waterbury Center,705.0
Schurz,323.02
San Bruno,66504.99
Pond Eddy,0.0
Purlear,2174.29
Dayton,248218.69000000003
Bloomingburg,966.3399999999999
Gardiner,8747.99
Encinitas,72907.96
Holly Pond,295.52
Arden,50996.62
Globe,5060.900000000001
Coalport,284.0
Idaville,50.0
Higginson,30.0
Geyserville,17653.36
Poncha Springs,399.0
Sandia Park,3678.94
Plum Branch,175.0
Scotts Hill,2943.83
Derwood,20159.99
Moberly,19735.57
Hulett,118.04
Moonachie,1564.1499999999999
Allston,40394.659999999996
New Millport,195.0
Honomu,420.0
Letart,1019.0
North Pomfret,100.0
Fishkill,6967.109999999999
Bivins,178.94
Glendale Heights,6885.009999999999
Pageland,5569.86
Dacula,41291.33
Hartsburg,3848.8199999999997
Snowmass,2622.55
Salisbury,120769.93999999997
Kurtistown,610.0
Westerlo,320.0
Waseca,384.4
Channing,371.32
Painter,690.51
Geff,50.0
Dibble,365.1
Onondaga,255.0
Mayaguez,305.0
Godfrey,5210.76
Catherine,100.0
Willacoochee,942.0
Oyens,15.0
Midland,335959.39000000013
Valley City,2955.65
Walla Walla,29153.609999999997
Grapevine,54600.569999999985
Beacon,7620.33
Venango,413.58000000000004
Mittie,290.0
Hatillo,159.0
Roscoe,17364.85
Bothell,122574.85
Onarga,440.79999999999995
Munford,2393.6499999999996
South Lebanon,2216.34
Addison,27244.78
Bemus Point,2615.63
Exeland,130.0
Louisville,693556.8900000005
Garden Plain,694.73
Sargent,165.0
Marlinton,3034.2
Woodson,225.0
Saint Helen,559.39
Lihue,19615.2
Filer,775.0
West Stockbridge,1982.9099999999999
Costa Mesa,102017.30999999998
Dameron,325.0
Westerly,9740.199999999997
Topock,360.0
Norton,22720.879999999997
Windsor Locks,19671.880000000005
Section,1645.77
Tappahannock,3966.87
Archbold,1045.0
Barwick,25.0
Grand Junction,29417.970000000005
Forest Grove,18871.3
Allred,25.0
Pine Brook,2562.76
Salley,575.13
Rixford,95.0
Schaghticoke,764.38
Sauk City,3967.37
Deer Park,34547.50000000001
Hopewell Junction,19140.160000000003
Piqua,5591.82
Strathmere,156.87
Lance Creek,15.0
Rivesville,4451.469999999999
Oriental,11054.29
Sargeant,50.0
Lakeview,2092.76
Ridge Farm,673.96
White Plains,124045.91000000003
Moscow Mills,679.0
Sidell,790.8299999999999
Rogers City,1038.9099999999999
North English,10250.0
Bernardston,1940.56
Shaktoolik,130.0
Coquille,9617.619999999999
Mexia,4163.87
Ponsford,45.0
Notasulga,378.0
Lares,25.0
Gardner,16420.969999999998
Kingsport,48929.61999999999
Gallipolis Ferry,184.66
Roaring River,1586.5700000000002
Benton Harbor,8991.43
Citronelle,5321.51
Hilmar,4663.469999999999
West Fork,3967.5
Modale,123.38
Glen Cove,14549.980000000003
Machias,2062.52
Coolville,495.0
Vanderbilt Beach,50.0
Langeloth,200.0
Waukon,316.18
Lynnfield,11523.640000000001
Burgoon,105.0
Steger,1958.33
Webb City,12991.150000000001
Tabor City,1634.8
Kersey,7365.34
Fosters,352.74
Quitman,5749.609999999999
Yorkville,12022.55
Sebring,20796.039999999997
Suwannee,150.0
Hoolehua,1002.88
Van,7558.000000000001
Galeton,760.0
Fenwick Island,75.0
Longview,54790.38000000001
Atlantic Highlands,6145.85
Teutopolis,272.62
La Crosse,28267.039999999997
Embudo,190.0
Boling,105.0
Rayville,1701.74
Troutman,6419.5599999999995
Amelia Court House,2625.56
Seahurst,1025.08
Brownsdale,20.0
Boiceville,170.0
Manhattan Beach,149807.22
Oelwein,6910.99
East Hartford,17606.710000000003
South Strafford,609.99
Cape May Point,1313.27
Hoschton,18464.48
Sunland Park,905.8
Anguilla,138.36
San Lorenzo,29310.149999999998
Jayuya,35.0
Saint Gabriel,1972.55
Seal Cove,180.0
Abbott,624.96
Smith River,1121.25
Grapeview,3670.03
Line Lexington,1151.1799999999998
Rego Park,47208.490000000005
Keauhou,270.0
Dallesport,99.0
Fruitland Park,11332.79
Geuda Springs,45.0
Poulsbo,25536.679999999997
Grovespring,251.94
Saint Michaels,540.0
Batson,230.0
Corrigan,656.65
Lovilia,0.0
Gepp,50.0
Beulaville,2872.84
Royersford,24758.400000000005
Brackenridge,272.33
Alsip,10830.53
Valentines,301.68
Beckley,12801.740000000002
Cabin Creek,50.0
Saint Croix,25.0
Skandia,8360.71
Reno,250642.43000000005
Millwood,17063.15
Nowata,4361.95
Copan,826.3199999999999
Comptche,1500.0
Largo,40831.04999999999
Lakemont,1101.05
Crum Lynne,326.0
Browns Summit,6305.380000000001
Auxvasse,256.89
Roundhill,30.0
Annapolis,90619.51000000002
Wauconda,9556.580000000002
Crown City,5396.92
Pittsburg,70440.45
Mertzon,674.6
New Windsor,13261.230000000003
Roslyn Heights,14678.150000000001
Smithtown,29326.55
Mooresboro,1076.88
Chouteau,882.3299999999999
Saint Marys City,1418.1200000000001
Mound,9267.16
Hanoverton,386.0
Lansdowne,23822.93
Negaunee,14933.539999999999
Killbuck,215.0
Taylorville,10246.64
Meadowview,201.22
Clayhole,61.71
Oxbow,25.0
Missouri City,58889.97
Penn Laird,2155.1899999999996
Edwardsburg,9065.02
Longmont,145152.03999999992
Farson,50.0
Ranchita,326.44
Pineola,405.0
Bovey,614.0
Guild,99.0
Donald,1081.03
Friendship,3931.91
Coulterville,1530.54
Duxbury,12098.510000000004
Eastport,2134.88
Peetz,100.0
South Hill,6423.06
Merry Hill,274.0
Alsea,853.46
March Air Force Base,871.0799999999999
Swarthmore,12198.400000000001
Woxall,50.0
Lakemore,60.0
Lemmon,65.0
Valatie,4272.92
Meredith,3269.34
Chuckey,3905.2
Lanesville,1255.03
Hephzibah,5740.2699999999995
Luck,629.8100000000001
Cynthiana,3588.97
Bryson City,7287.96
Allerton,49.8
Brooten,275.0
Seagrove,1858.88
Offutt A F B,5.0
Serena,200.0
Haiku,3804.629999999999
Dellroy,195.0
Hiawatha,5941.0199999999995
Valley Lee,546.28
Lenoir City,12779.729999999998
Vardaman,1305.95
Winston Salem,303134.69
Yucaipa,25857.12
Massena,12346.36
Solomons,943.01
Reva,185.0
Latty,100.0
Aquebogue,1054.45
Glen Head,16926.28
Honea Path,5574.5
Swayzee,340.0
Inkom,302.76
Swanzey,2343.48
Harned,135.0
Corinne,90.0
Vernon Hill,65.0
Hartford City,2576.5
Walkerton,4274.88
Bass Harbor,75.0
Mimbres,45.0
Holderness,1912.4
Nisland,50.0
Hockley,12188.270000000002
Coloma,1692.17
Delton,4665.2699999999995
Dyersville,1638.31
Kingfield,1610.06
Colome,477.94
Quilcene,2948.23
West Winfield,195.0
Burnt Ranch,115.0
Woodsfield,4712.320000000001
Palmyra,29460.050000000003
Grand Forks AFB,335.0
Saranac,1126.0
North Amherst,106.32
Upland,53003.939999999995
Kaiser,60.0
Ghent,2016.72
Fall River,28140.960000000003
Fritch,833.3199999999999
New Berlin,21996.339999999993
Tornado,140.0
Lucerne,65.0
Waters,480.8
Huntington Beach,309958.14999999985
Peaster,20.0
Broxton,525.0
Lily Dale,517.78
Kennewick,57574.21999999998
New Site,60.0
Parthenon,99.24
Prairie Grove,2903.9500000000003
Baskin,175.0
Latta,832.77
Horse Cave,645.0
Wascott,25.0
Myton,25.0
Lochbuie,6575.179999999999
Walnut,29169.4
Orford,225.0
Bourbonnais,9343.49
Castleton,839.0
Shartlesville,10.0
Hollenberg,32.0
Coahoma,758.94
Port Barre,1150.53
Starr,2414.38
Science Hill,502.47
Paragonah,165.0
Farmersburg,572.88
Fawn Grove,105.0
Southern Pines,16844.940000000002
Protem,1535.92
Fox Lake,7012.65
Hatton,777.55
Bardwell,294.64
Readlyn,124.0
South Salem,25190.5
Corinth,59026.9
Sunbright,474.0
Red Lake Falls,688.3399999999999
Tishomingo,602.0
Epping,1290.37
Circle,20.0
Almont,2523.75
Claysville,715.4
Lutcher,96.0
Glenbeulah,325.0
Grass Valley,28733.679999999997
Almond,487.08
Friars Point,170.0
Sheffield,6316.75
Stone Mountain,81663.61000000002
Sublimity,1015.0
Joseph City,810.26
Ault,472.59000000000003
Mount Mourne,25.0
Rio Rico,5450.950000000001
Big Lake,5991.92
Standard,282.35
Manvel,14817.86
Moroni,1334.1799999999998
Medfield,15952.77
Lulu,45.0
Sandstone,1334.37
Esmond,100.0
Two Harbors,1388.12
Big Bear City,3151.3900000000003
Speedwell,1236.01
Westlake,36559.4
Esmont,77.05
Manor,14134.100000000002
Saxtons River,570.21
Lula,5459.959999999999
Neches,34.97
Stark,173.0
Chokoloskee,100.0
House Springs,4857.07
Tamaqua,1056.3899999999999
Hampstead,37867.82999999999
Parkers Prairie,30.0
Glennallen,265.0
Gibsonburg,1066.85
Klawock,1997.0
Strausstown,200.0
Grenada,13842.149999999998
Lenox Dale,160.0
Point Mugu Nawc,10.0
Prairie City,458.43
Martinsville,30073.210000000003
Santaquin,1344.07
Clark Fork,667.11
Wellington,11919.359999999999
Black Mountain,15807.82
Manteno,3641.34
Hecker,100.0
Holly Springs,49230.14
Arena,589.0
Wingate,1544.51
Sanbornton,2531.05
Telford,42625.799999999996
Nahma,100.0
Valdez,2173.23
Theodore,22917.400000000005
Ambridge,3322.0
Saint Louisville,495.0
Rockford,96762.90000000004
Granville,15729.349999999999
Mossyrock,574.0
Houck,35.0
Virginia,5337.860000000001
Buckfield,410.46000000000004
Cullen,25.0
Wynnburg,2492.49
Inglis,952.2299999999999
Manti,390.0
Hinesburg,3696.8500000000004
New Bethlehem,2539.74
Killen,1978.95
Banta,12127.029999999999
Roebling,1535.0
Lubbock,115174.29
Dahlonega,34724.509999999995
Pleasant Plain,3784.41
Downingtown,38560.880000000005
Cape Fair,127.0
Monmouth Beach,1528.99
New Century,10.0
Hico,1267.97
Millinocket,734.72
Grizzly Flats,335.15
Narrows,405.0
Perkinsville,299.0
Keene,10364.300000000001
Laupahoehoe,1588.54
Pembroke Pines,15785.890000000001
Brush Creek,509.0
Schuylerville,2122.7200000000003
Green Forest,107.0
Renick,100.0
South Milwaukee,6760.25
Bonners Ferry,2765.35
Jolo,286.31
Perth Amboy,8688.57
Mondovi,2083.99
Lankin,110.0
Westerville,60719.229999999996
Sloatsburg,1392.41
Onslow,25.0
Faxon,1017.3199999999999
Lansford,237.0
Colona,1841.96
Pitts,65.0
Tupelo,15037.21
Ludowici,6243.64
Coatesville,51809.70999999999
Bowdon,4070.99
Ransom Canyon,20.0
Cliffside Park,11733.52
East Rockaway,7319.750000000001
Matherville,202.86
Kasota,200.0
South Jordan,109438.88000000002
Colony,175.0
Grand Rivers,25.0
Bloomville,810.69
Library,4240.5199999999995
Balaton,160.0
Alturas,395.0
Dry Creek,60.0
Dunnellon,7795.04
Ledyard,7072.91
Chehalis,10323.79
Lutz,36343.58
Omega,97.28
Fortine,249.0
Abita Springs,2292.0
Forestdale,2206.96
Palm Bay,41986.79
Cave Spring,205.0
Colora,250.59
Phenix City,56692.58999999999
Baileyton,115.0
Lusk,195.0
Woodinville,90817.31999999998
Mount Gilead,3440.1
Spout Spring,330.0
Fulks Run,75.0
Leadville,1975.2
El Segundo,130372.19
Nine Mile Falls,6462.68
Deer Lodge,1748.0
Sale Creek,250.0
Ogdensburg,5238.54
Toney,1389.81
Kittitas,152.0
Los Angeles,3159347.2599999965
Brookfield,81755.26000000001
Lynnwood,70293.41999999998
Blackey,2191.14
Skillman,8910.95
West Warren,337.15
Boomer,1287.6100000000001
Lairdsville,165.0
Cullom,270.52
Cowpens,3435.73
Cincinnati,459478.2899999999
Emmalena,408.40999999999997
Alviso,1717.65
Big Spring,5455.320000000001
Wheelwright,280.0
Penasco,170.0
East Templeton,476.08000000000004
East Chicago,3415.41
Hinton,4888.530000000001
Woodrow,511.62
Eagle Butte,125.0
Altus,4478.570000000001
Plain Dealing,2999.0699999999997
Altamont,7386.240000000001
Monticello,39422.22000000001
North Highlands,9114.73
Goodland,1069.46
Townsend,18173.66
White Haven,492.92
Minetto,10.0
Newark,296792.7
Huntington Park,16687.809999999998
North Attleboro,36245.479999999996
Watts,194.59
Neenah,27550.460000000006
Perham,2796.5699999999997
Hill,210.0
Quinault,100.0
Hilo,48268.350000000006
New Boston,11274.920000000002
Asher,239.0
Ashtabula,32410.850000000002
Washington,1936706.1000000003
Sumter,45828.590000000004
Sand Lake,3776.9100000000003
Newland,2666.8399999999997
Ecorse,375.94
Terrace Park,2479.76
Hilton Head Island,51445.01000000002
Banks,5771.65
East Stroudsburg,16537.84
Excelsior,17732.81
Silt,3284.74
Okawville,338.0
Gann Valley,50.0
Kirby,15.0
Dallas,1356164.6700000018
Maple Shade,6828.970000000001
Alakanuk,306.92
Plainview,43951.04
Illinois City,7122.78
Zwingle,274.0
Fries,530.72
Moxee,2283.96
Houma,31515.28
Hinesville,50121.23
Cortlandt Manor,27937.16
East Corinth,335.0
Johnston City,704.0
Wilbraham,11185.72
Windom,2102.37
South Wellfleet,985.75
Bozman,610.0
Krum,3181.51
Coldspring,2938.86
Ohio City,3614.63
Clearlake,2112.29
Chesaning,1574.29
Hettinger,1353.48
Cooksville,120.0
New Canaan,81410.05000000003
Wickatunk,150.0
Inlet,250.0
De Lancey,20.0
Chattanooga,83569.48999999998
Norco,11453.44
Woodland Hills,122197.00999999998
Latimer,238.0
Whipple,350.84
Galion,1565.68
Losantville,185.28
Puryear,395.0
Sound Beach,2541.95
Wister,1754.0
Weiner,307.0
Demotte,3277.17
Spirit Lake,5684.1
Sims,1245.87
Townsville,50.0
Grand Lake,389.62
Knights Landing,124.0
Eighty Four,1448.22
Calabasas,37806.39000000001
Aiken,150718.82999999996
Strawberry Plains,2028.73
Bangs,355.0
Lemoore,6732.570000000001
Friendswood,58633.22
Egnar,0.0
Heuvelton,819.0
Ashby,2135.35
Minnetonka,16130.38
Hunt Valley,506.14
Toccoa,8936.8
Bumpus Mills,125.0
Alton,11232.05
Lake Preston,245.0
Kendall Park,16178.4
Fairhope,46986.51999999999
Laceys Spring,380.42
Garnett,610.0
Eagle Creek,523.0
West College Corner,100.0
Iron City,0.0
Gays Creek,50.0
Mount Hamilton,430.0
Quaker Hill,2979.4100000000003
Fort Littleton,19.0
Mcadoo,131.55
Irondale,730.12
Stephen,475.0
Stirling City,50.0
Savage,21858.77
High Island,20.0
Sarcoxie,847.78
Pedricktown,270.0
Atqasuk,589.0
Oglala,955.85
Dunbridge,3111.5299999999997
Dugger,810.9200000000001
Kents Hill,3066.4
Helena,109001.54000000001
Conconully,50.0
Saint Mary,475.26
Potter,20.0
Pioneertown,96.0
Harpster,100.0
Luther,6599.830000000001
Halls,593.66
Alborn,628.84
Gratiot,225.0
Marana,4557.45
Hadlyme,100.0
Union Mills,2990.71
Timnath,1527.33
Gully,120.0
Dwarf,125.0
Lahaska,549.0
Sandisfield,499.0
Roaring Gap,50.0
Jackson Springs,822.34
Lorena,2454.3199999999997
Sturgeon Bay,3979.14
Gouverneur,1902.9899999999998
Rowland,301.65999999999997
Goffstown,7014.56
Fair Play,2101.73
Tesuque,330.0
Rialto,30417.829999999994
Halma,25.0
Zenda,25.0
New Hill,1435.09
Germansville,383.39
Passaic,4479.150000000001
Swords Creek,75.0
Soldiers Grove,553.84
Chesapeake,151544.57000000012
Winchendon,5939.700000000001
Alicia,44.64
Budd Lake,3492.9900000000002
Glen Haven,75.0
De Tour Village,120.0
Nanticoke,1857.44
McClellandtown,646.97
Lonedell,50.0
Fleischmanns,1208.9
Wibaux,50.0
Helotes,23455.649999999994
Mcville,170.0
Quarryville,3412.36
Callahan,3093.35
Altha,1069.9299999999998
Albuquerque,463259.31999999983
Upper Darby,8545.27
West Sacramento,23947.829999999994
Bowie,86978.53
Hyrum,2680.73
Pointblank,25.0
Lynwood,10938.949999999999
Cherry Valley,2752.37
Higganum,4276.72
Salesville,210.0
Memphis,522351.2400000005
Bay Minette,2169.51
Summersville,2007.8600000000001
Commodore,205.0
Fort Mohave,6868.650000000001
Sagaponack,236.68
Kenefic,160.0
Canaseraga,0.0
Westernport,554.0
Stockholm,1408.26
Arnold,53002.18
Canyon City,162.53
Americus,4191.74
Morganville,19178.78
Loraine,10.0
Kimberton,100.0
McMillan,634.64
Markleysburg,45.45
Lucedale,39256.38
Marble Falls,18813.04
Purcell,16180.990000000003
Anahola,235430.42
Kiron,25.0
Whittaker,40.0
Caballo,1768.38
Port Reading,793.0
Whippany,2830.8900000000003
Virgin,807.5
Arcola,1242.05
Hillsborough,63019.61000000001
Virgil,545.0
Clarkdale,1328.3899999999999
Virgie,305.0
York Harbor,615.0
Emigrant,150.0
Burkittsville,135.0
Glenrock,210.0
Fort Wainwright,1512.85
Raisin,10.0
Old Orchard Beach,2499.56
Laura,528.31
Piffard,100.0
Zenia,75.0
Paw Creek,130.0
Crockett,16506.48
Trenton,175838.70000000007
Wasco,6293.52
Weber City,120.0
Whittemore,150.0
Manns Harbor,135.0
Tomah,16155.589999999998
Bark River,290.0
New Palestine,15807.710000000001
Oldtown,135.0
Siasconset,35.0
Cosby,894.65
East Jewett,275.0
Avis,225.0
Conneaut Lake,424.93
Cliffside,25.0
Westford,24699.080000000005
Hartline,125.0
Hoffman,375.0
French Camp,3069.99
Rolling Fork,25.0
Oak Grove,6941.949999999999
Okauchee,293.40999999999997
Gayville,125.0
Wilkeson,215.0
Bucklin,255.0
Delray Beach,287004.5099999998
Onekama,994.3199999999999
Suffolk,51250.74
Alvin,29264.230000000003
Solsberry,1074.53
Mauldin,11925.400000000001
Bessie,50.0
Stanfordville,3703.0
Little Rock,149709.14
Penuelas,145.0
Tibbie,483.52
Hindsville,195.0
Clarendon Hills,8019.829999999999
Timber,150.0
New River,64972.929999999986
Dimondale,2278.09
Sun City West,19431.860000000004
Clive,18533.32
Mountain Home A F B,524.0
Jackpot,60.0
Sarahsville,80.0
Galien,294.59000000000003
Keokuk,3428.5099999999998
Peach Springs,1849.13
Pawtucket,30031.499999999993
Blodgett,272.19
Jenison,47589.26
Point Roberts,1473.82
Rocky Comfort,35.0
Lavaca,3983.5299999999997
Dunn Loring,2379.11
Schenectady,84307.90000000001
Montalba,6980.210000000001
Kampsville,55.0
Hawkeye,75.0
Danielsville,2171.42
West Newton,44031.23999999998
Pottsboro,1736.3200000000002
Southampton,99767.20999999998
Cream Ridge,1930.0
Lindenhurst,28282.349999999995
Tehachapi,15454.36
Senecaville,218.0
Highland Lake,429.38
Mesa Verde National Park,100.0
Vossburg,25.0
Manchaug,5.0
Eustis,16851.960000000003
Glens Fork,45.0
Stapleton,1278.63
Buckley,18928.039999999997
Coulee City,175.0
Belle Haven,155.0
Germfask,1381.0
Sabina,979.0
Harrison City,2387.6
Amf Ohare,25.0
Convoy,630.0
Ridgeville,1842.74
Adelphia,634.0699999999999
Townshend,600.0
Gridley,19807.800000000003
Temecula,109647.86999999998
Redondo Beach,149108.07000000007
Caneadea,210.0
Mingus,15.0
Mamou,1557.93
East Dennis,1092.29
New Park,50.0
Del Rio,13577.26
Bluefield,3921.64
Lismore,225.0
Betterton,339.03999999999996
Matewan,70.0
Hewett,220.0
Maynardville,799.0
Cawker City,15.0
Howard Beach,29817.25
McNeill,87.0
Boyce,2054.3
Shubert,0.0
Saltville,207.32
District Heights,11187.640000000001
Lake Lynn,50.0
Grant,5453.160000000001
Moorland,310.0
La Grande,5146.409999999999
Dry Fork,850.0
East Wallingford,709.11
Boonsboro,4611.980000000001
Stronghurst,476.9
Lancaster,311307.7699999999
Summerland,582.0
Avon,87667.93999999999
Boyds,10264.549999999997
Milano,683.0
Buford,62077.20000000002
Cairo,642.0
Riceboro,538.6
South Webster,1260.22
Saint Albans Bay,100.0
Conifer,8426.890000000001
Sudan,187.0
Wills Point,2681.9300000000003
Aragon,360.0
Kings Bay,10.0
Hatfield,15286.639999999998
Kirbyville,282.0
Milaca,1153.31
Henley,218.82999999999998
Watkins Glen,350.0
Saint Paul Park,1789.33
Hopland,300.0
Vineburg,50.0
Villanova,18556.829999999998
Spring Arbor,1352.94
Lincoln,230699.58000000002
Georgetown,160486.1799999999
Teaneck,45991.65999999999
Clint,75.0
McKean,1368.53
East Troy,3054.28
Mather,7917.05
Tavernier,2369.41
Danielson,7724.7699999999995
Grain Valley,13836.679999999998
Cheshire,47293.499999999985
Gainesville,347005.86
Oxnard,62693.280000000006
Sarasota,146215.59000000003
Dillard,150.0
Freeport,66959.84999999999
Pineland,635.06
Hawthorne,102216.61000000003
Clermont,110121.56
Sebree,85.0
Yalaha,1147.59
Silverhill,602.0
Pound Ridge,14345.320000000003
Chebanse,1413.25
Conklin,2607.25
Mexico Beach,655.0
Stoneville,4301.51
Elkridge,18903.470000000005
Taloga,100.0
Raynham Center,285.0
Corvallis,58322.90999999999
Morrilton,3938.55
Del Rey,75.0
Scipio Center,724.35
Kennard,240.0
Pawnee,4904.01
Johnsonburg,1747.6
Fessenden,110.0
Augusta,87948.54999999999
Knifley,25.0
Peebles,994.7199999999999
Wauzeka,80.0
Brunson,479.49
Johnson,3107.7299999999996
Harold,8852.53
Claryville,75.0
Gaylesville,35.0
Bloomfield Hills,56624.52
Wheat Ridge,11155.99
Koshkonong,45.0
Staffordville,10.0
Maxton,1735.81
Dighton,1611.9099999999999
Jacumba,427.0
Parrottsville,85.0
Viper,108.0
West Alexandria,1316.0
Harlowton,150.0
Mabton,1460.4199999999998
Fifty Lakes,100.0
Belfast,13667.08
Lees Summit,98325.96000000004
Warner Robins,49560.52999999999
Rural Valley,60.0
Sandusky,16675.949999999997
Parishville,25.0
Lone Tree,20079.27
Gratz,134.51
Ansted,125.0
Fontana,54390.67
Hinsdale,64346.58999999998
